episode,reward,moving_avg_reward,epsilon,loss,deliveries,steps
532,3.0200,3.4530,0.0691,0.000018,0,150
533,3.3133,3.4236,0.0688,0.000129,0,150
534,3.1400,3.3933,0.0684,0.000027,0,150
535,3.3400,3.3634,0.0681,0.000017,0,150
536,5.3267,3.3318,0.0678,0.000026,0,150
537,5.2067,3.3194,0.0674,0.000025,0,150
538,3.3267,3.3281,0.0671,0.000025,0,150
539,3.3000,3.3292,0.0668,0.000036,0,150
540,3.4067,3.3557,0.0664,0.000040,0,150
541,3.3133,3.3938,0.0661,0.000088,0,150
542,5.3267,3.4356,0.0658,0.000019,0,150
543,3.3133,3.5038,0.0654,0.000045,0,150
544,3.3933,3.5723,0.0651,0.000018,0,150
545,3.2067,3.6436,0.0648,0.000081,0,150
546,3.2300,3.7137,0.0645,0.000048,0,150
547,3.1933,3.7435,0.0641,0.000020,0,150
548,3.3000,3.7332,0.0638,0.000043,0,150
549,5.2467,3.7265,0.0635,0.000030,0,150
550,3.1533,3.7363,0.0632,0.000043,0,150
551,3.4200,3.7369,0.0629,0.000021,0,150
552,3.3400,3.7378,0.0625,0.000023,0,150
553,3.5800,3.6958,0.0622,0.000086,1,150
554,3.4333,3.6564,0.0619,0.000013,0,150
555,5.3000,3.6149,0.0616,0.000024,0,150
556,3.3133,3.5957,0.0613,0.000045,0,150
557,5.3533,3.5982,0.0610,0.000024,0,150
558,3.2600,3.6425,0.0607,0.000036,0,150
559,3.3133,3.6867,0.0604,0.000033,0,150
560,3.3267,3.6921,0.0601,0.000026,0,150
561,3.2333,3.7017,0.0598,0.000041,0,150
562,5.2333,3.7084,0.0595,0.000022,0,150
563,3.4600,3.7539,0.0592,0.000038,0,150
564,3.2467,3.7955,0.0589,0.000044,0,150
565,2.8467,3.8349,0.0586,0.000021,0,150
566,5.2600,3.8288,0.0583,0.000016,0,150
567,4.9267,3.8413,0.0580,0.000066,1,150
568,3.3000,3.8280,0.0577,0.000050,0,150
569,5.1800,3.8155,0.0574,0.000031,0,150
570,5.3267,3.8409,0.0571,0.000023,0,150
571,3.3400,3.8847,0.0569,0.000035,0,150
572,3.2200,3.9313,0.0566,0.000038,0,150
573,5.3267,3.9389,0.0563,0.000027,0,150
574,3.3000,3.9664,0.0560,0.000020,0,150
575,3.3133,3.9963,0.0557,0.000027,0,150
576,3.2733,4.0553,0.0555,0.000020,0,150
577,5.3800,4.0751,0.0552,0.000055,0,150
578,3.3133,4.1036,0.0549,0.000043,0,150
579,3.3533,4.1319,0.0546,0.000039,0,150
580,5.2600,4.1232,0.0544,0.000015,0,150
581,3.1933,4.0939,0.0541,0.000065,0,150
582,3.4067,4.0620,0.0538,0.000053,0,150
583,3.4467,4.0521,0.0535,0.000048,0,150
584,3.4333,4.0048,0.0533,0.000040,0,150
585,3.3000,3.9583,0.0530,0.000058,0,150
586,3.2867,3.9069,0.0527,0.000029,0,150
587,3.3133,3.8756,0.0525,0.000039,0,150
588,3.3800,3.8191,0.0522,0.000016,0,150
589,3.3267,3.7631,0.0520,0.000017,0,150
590,5.3267,3.7251,0.0517,0.000059,0,150
591,3.3267,3.6884,0.0514,0.000020,0,150
592,3.4067,3.6545,0.0512,0.000069,0,150
593,3.2867,3.6188,0.0509,0.000040,0,150
594,3.2600,3.6003,0.0507,0.000011,0,150
595,3.3267,3.5787,0.0504,0.000014,0,150
596,3.2600,3.5575,0.0502,0.000032,0,150
597,3.3800,3.5359,0.0500,0.000029,0,150
598,5.1900,3.5356,0.0500,0.000095,0,150
599,3.3000,3.5528,0.0500,0.000036,0,150
600,3.2467,3.5699,0.0500,0.000016,0,150
601,3.3933,3.5656,0.0500,0.000024,0,150
602,3.4467,3.5607,0.0500,0.000032,0,150
603,5.3933,3.5561,0.0500,0.000021,0,150
604,3.4467,3.5742,0.0500,0.000017,0,150
605,3.3000,3.5959,0.0500,0.000034,0,150
606,3.4067,3.6171,0.0500,0.000062,0,150
607,3.4333,3.6400,0.0500,0.000011,0,150
608,3.3667,3.6627,0.0500,0.000013,0,150
609,3.2467,3.6492,0.0500,0.000011,0,150
610,3.2067,3.6353,0.0500,0.000014,0,150
611,3.3933,3.6419,0.0500,0.000020,0,150
612,5.2467,3.6478,0.0500,0.000024,0,150
613,5.2467,3.6713,0.0500,0.000023,0,150
614,3.3533,3.6723,0.0500,0.000010,0,150
615,3.3533,3.6704,0.0500,0.000029,0,150
616,3.3800,3.6694,0.0500,0.000039,0,150
617,3.3000,3.6666,0.0500,0.000032,0,150
618,3.4200,3.6620,0.0500,0.000026,0,150
619,3.4700,3.6761,0.0500,0.000026,0,150
620,3.3133,3.6930,0.0500,0.000011,0,150
621,3.3267,3.7114,0.0500,0.000022,0,150
622,3.2733,3.7291,0.0500,0.000020,0,150
623,3.2733,3.7091,0.0500,0.000020,0,150
624,3.4067,3.6708,0.0500,0.000021,0,150
625,3.3133,3.6339,0.0500,0.000011,0,150
626,5.3667,3.5962,0.0500,0.000032,0,150
627,3.3533,3.5785,0.0500,0.000023,0,150
628,3.4600,3.5628,0.0500,0.000017,0,150
629,3.2200,3.5469,0.0500,0.000009,0,150
630,3.2600,3.5262,0.0500,0.000026,0,150
631,3.1533,3.5040,0.0500,0.000024,0,150
632,3.3000,3.4807,0.0500,0.000031,0,150
633,3.4600,3.4774,0.0500,0.000011,0,150
634,3.3533,3.4957,0.0500,0.000019,0,150
635,3.1400,3.5129,0.0500,0.000039,0,150
636,3.4467,3.5288,0.0500,0.000008,0,150
637,5.3267,3.5057,0.0500,0.000012,0,150
638,3.4333,3.5017,0.0500,0.000009,0,150
639,3.4200,3.4971,0.0500,0.000014,0,150
640,3.3267,3.4969,0.0500,0.000019,0,150
641,5.4733,3.4980,0.0500,0.000017,0,150
642,3.3000,3.5240,0.0500,0.000021,0,150
643,3.5133,3.5497,0.0500,0.000017,1,150
644,3.4467,3.5741,0.0500,0.000017,0,150
645,3.3667,3.6000,0.0500,0.000038,0,150
646,3.3133,3.6299,0.0500,0.000013,0,150
647,3.2733,3.6776,0.0500,0.000029,0,150
648,5.3533,3.6851,0.0500,0.000021,0,150
649,3.4200,3.7120,0.0500,0.000014,0,150
650,3.4600,3.7369,0.0500,0.000018,0,150
651,3.2600,3.7625,0.0500,0.000010,0,150
652,3.0733,3.7428,0.0500,0.000131,0,150
653,3.4467,3.7208,0.0500,0.000051,0,150
654,3.3667,3.6976,0.0500,0.000013,0,150
655,3.3933,3.6727,0.0500,0.000012,0,150
656,3.4200,3.6457,0.0500,0.000027,0,150
657,5.3500,3.6212,0.0500,0.000028,0,150
658,5.3800,3.6380,0.0500,0.000109,0,150
659,7.4300,3.6358,0.0500,0.000019,0,150
660,3.2567,3.6737,0.0500,0.000047,0,150
661,2.9133,3.7083,0.0500,0.000042,0,150
662,5.2867,3.7615,0.0500,0.000044,0,150
663,5.3133,3.8392,0.0500,0.000022,0,150
664,3.3400,3.9361,0.0500,0.000020,0,150
665,3.1400,4.0336,0.0500,0.000028,0,150
666,3.3400,4.1283,0.0500,0.000015,0,150
667,3.4200,4.2212,0.0500,0.000015,0,150
668,3.2867,4.2739,0.0500,0.000017,0,150
669,3.7267,4.3055,0.0500,0.000019,1,150
670,5.3267,4.2599,0.0500,0.000072,0,150
671,3.4067,4.2371,0.0500,0.000046,0,150
672,3.4067,4.2227,0.0500,0.000011,0,150
673,3.3533,4.1673,0.0500,0.000015,0,150
674,3.2867,4.0737,0.0500,0.000020,0,150
675,3.4067,3.9798,0.0500,0.000014,0,150
676,3.3267,3.8911,0.0500,0.000057,0,150
677,3.1933,3.8030,0.0500,0.000051,0,150
678,3.3400,3.7320,0.0500,0.000064,0,150
679,5.1533,3.6825,0.0500,0.000062,0,150
680,3.3533,3.6843,0.0500,0.000054,0,150
681,3.1933,3.6456,0.0500,0.000023,0,150
682,3.4200,3.5999,0.0500,0.000018,0,150
683,3.3533,3.5731,0.0500,0.000039,0,150
684,4.8867,3.5659,0.0500,0.000025,0,150
685,3.2467,3.5752,0.0500,0.000061,0,150
686,5.2867,3.5803,0.0500,0.000018,0,150
687,3.2467,3.6051,0.0500,0.000027,0,150
688,3.3933,3.6327,0.0500,0.000018,0,150
689,3.3400,3.6603,0.0500,0.000036,0,150
690,5.0067,3.6555,0.0500,0.000071,0,150
691,3.3367,3.6869,0.0500,0.000042,0,150
692,3.2600,3.7220,0.0500,0.000043,0,150
693,3.3400,3.7553,0.0500,0.000030,0,150
694,5.4067,3.7884,0.0500,0.000015,0,150
695,5.4733,3.8108,0.0500,0.000022,0,150
696,3.4200,3.8570,0.0500,0.000070,0,150
697,3.4033,3.8650,0.0500,0.000019,0,150
698,3.2733,3.8740,0.0500,0.000038,0,150
699,3.3400,3.8813,0.0500,0.000013,0,150
700,3.3533,3.9067,0.0500,0.000017,0,150
701,3.3000,3.8990,0.0500,0.000040,0,150
702,5.3000,3.8895,0.0500,0.000014,0,150
703,5.3500,3.9021,0.0500,0.000056,0,150
704,5.2467,3.9348,0.0500,0.000016,0,150
705,3.4600,3.9608,0.0500,0.000022,0,150
706,3.4600,3.9444,0.0500,0.000030,0,150
707,3.4200,3.9470,0.0500,0.000031,0,150
708,7.3667,3.9482,0.0500,0.000055,0,150
709,3.3667,3.9916,0.0500,0.000047,0,150
710,3.4867,4.0352,0.0500,0.000034,0,150
711,3.2867,4.0967,0.0500,0.000038,0,150
712,3.3400,4.1585,0.0500,0.000018,0,150
713,5.3533,4.1802,0.0500,0.000024,0,150
714,3.3933,4.1819,0.0500,0.000029,0,150
715,4.9533,4.1666,0.0500,0.000032,0,150
716,3.2867,4.1864,0.0500,0.000015,0,150
717,2.3400,4.2041,0.0500,0.000039,0,150
718,3.3000,4.2108,0.0500,0.000015,0,150
719,3.3000,4.1359,0.0500,0.000034,0,150
720,3.4200,4.0600,0.0500,0.000028,0,150
721,3.3133,3.9822,0.0500,0.000054,0,150
722,3.3800,3.9048,0.0500,0.000034,0,150
723,3.4600,3.8473,0.0500,0.000025,0,150
724,3.3267,3.7709,0.0500,0.000010,0,150
725,5.3000,3.7124,0.0500,0.000020,0,150
726,3.3900,3.6424,0.0500,0.000016,0,150
727,3.3800,3.5752,0.0500,0.000014,0,150
728,3.3667,3.5291,0.0500,0.000017,0,150
729,3.4467,3.5244,0.0500,0.000040,0,150
730,3.4467,3.5219,0.0500,0.000013,0,150
731,3.5533,3.5202,0.0500,0.000024,1,150
732,3.3133,3.5207,0.0500,0.000019,0,150
733,3.3533,3.5202,0.0500,0.000064,0,150
734,3.2600,3.5375,0.0500,0.000016,0,150
735,3.3667,3.5548,0.0500,0.000022,0,150
736,3.3133,3.5493,0.0500,0.000030,0,150
737,5.1667,3.5420,0.0500,0.000019,0,150
738,5.4067,3.5421,0.0500,0.000027,0,150
739,7.2333,3.5620,0.0500,0.000026,0,150
740,3.4067,3.6183,0.0500,0.000027,0,150
741,3.3533,3.6740,0.0500,0.000068,0,150
742,3.3400,3.7252,0.0500,0.000023,0,150
743,3.3933,3.7774,0.0500,0.000021,0,150
744,3.4333,3.8310,0.0500,0.000075,0,150
745,3.3533,3.8870,0.0500,0.000031,0,150
746,5.4200,3.9623,0.0500,0.000034,0,150
747,3.3933,4.0593,0.0500,0.000057,0,150
748,3.2200,4.1208,0.0500,0.000040,0,150
749,3.2733,4.1400,0.0500,0.000034,0,150
750,3.2600,4.0817,0.0500,0.000048,0,150
751,3.1367,4.0224,0.0500,0.000023,0,150
752,5.4333,3.9629,0.0500,0.000050,0,150
753,3.3800,3.9241,0.0500,0.000033,0,150
754,3.2600,3.8847,0.0500,0.000032,0,150
755,3.3533,3.8419,0.0500,0.000030,0,150
756,3.2333,3.7992,0.0500,0.000051,0,150
757,3.3400,3.7135,0.0500,0.000025,0,150
758,2.9533,3.6451,0.0500,0.000032,0,150
759,3.0867,3.5959,0.0500,0.000047,0,150
760,3.3667,3.5844,0.0500,0.000023,0,150
761,5.1233,3.5754,0.0500,0.000028,0,150
762,3.3000,3.5885,0.0500,0.000016,0,150
763,3.3267,3.5593,0.0500,0.000024,0,150
764,3.2733,3.5297,0.0500,0.000044,0,150
765,5.2467,3.5019,0.0500,0.000017,0,150
766,3.3667,3.4931,0.0500,0.000035,0,150
767,4.9533,3.5075,0.0500,0.000025,1,150
768,3.3533,3.5386,0.0500,0.000032,0,150
769,2.4867,3.5763,0.0500,0.000022,0,150
770,3.2467,3.6099,0.0500,0.000048,0,150
771,5.3800,3.6413,0.0500,0.000043,0,150
772,3.3800,3.6553,0.0500,0.000032,0,150
773,3.1133,3.6915,0.0500,0.000041,0,150
774,3.3400,3.7260,0.0500,0.000021,0,150
775,3.7000,3.7611,0.0500,0.000083,1,150
776,3.3400,3.7618,0.0500,0.000077,0,150
777,3.3400,3.7609,0.0500,0.000077,0,150
778,3.3800,3.7278,0.0500,0.000037,0,150
779,5.3933,3.6909,0.0500,0.000057,0,150
780,3.4733,3.6890,0.0500,0.000017,0,150
781,3.3400,3.6907,0.0500,0.000059,0,150
782,3.4067,3.6693,0.0500,0.000094,0,150
783,3.3667,3.6475,0.0500,0.000028,0,150
784,3.2867,3.6303,0.0500,0.000020,0,150
785,3.4333,3.6119,0.0500,0.000036,0,150
786,5.2067,3.6063,0.0500,0.000019,0,150
787,3.2333,3.6196,0.0500,0.000028,0,150
788,3.1933,3.6480,0.0500,0.000074,1,150
789,3.3767,3.6743,0.0500,0.000063,0,150
790,3.2600,3.6513,0.0500,0.000078,0,150
791,3.2733,3.6239,0.0500,0.000073,0,150
792,3.4867,3.6163,0.0500,0.000054,0,150
793,3.3667,3.6092,0.0500,0.000032,0,150
794,3.2733,3.5996,0.0500,0.000051,0,150
795,5.4200,3.5903,0.0500,0.000074,0,150
796,3.3933,3.6036,0.0500,0.000086,0,150
797,3.4733,3.5801,0.0500,0.000023,0,150
798,3.4200,3.5601,0.0500,0.000053,0,150
799,3.4333,3.5442,0.0500,0.000044,0,150
800,3.3667,3.5490,0.0500,0.000069,0,150
801,2.8167,3.5571,0.0500,0.000069,0,150
802,3.4600,3.5612,0.0500,0.000064,0,150
803,3.3400,3.5643,0.0500,0.000014,0,150
804,3.3667,3.5671,0.0500,0.000021,0,150
805,3.2733,3.5709,0.0500,0.000075,0,150
806,3.1667,3.5335,0.0500,0.000081,0,150
807,3.3667,3.5119,0.0500,0.000026,0,150
808,4.8433,3.4868,0.0500,0.000039,0,150
809,3.4333,3.4737,0.0500,0.000014,0,150
810,3.4200,3.4600,0.0500,0.000042,0,150
811,3.3533,3.4458,0.0500,0.000062,0,150
812,3.8333,3.4416,0.0500,0.000040,1,150
813,5.0467,3.4413,0.0500,0.000049,0,150
814,3.3933,3.4584,0.0500,0.000027,0,150
815,3.3533,3.4748,0.0500,0.000050,0,150
816,5.3533,3.5134,0.0500,0.000013,0,150
817,6.5800,3.5762,0.0500,0.000031,0,150
818,3.4200,3.6722,0.0500,0.000042,0,150
819,3.4333,3.7398,0.0500,0.000061,0,150
820,3.3400,3.8073,0.0500,0.000054,0,150
821,3.4067,3.8735,0.0500,0.000024,0,150
822,3.3767,3.9349,0.0500,0.000079,0,150
823,3.3533,3.9879,0.0500,0.000172,0,150
824,3.4467,4.0070,0.0500,0.000028,0,150
825,3.3933,4.0263,0.0500,0.000043,0,150
826,3.3533,4.0453,0.0500,0.000043,0,150
827,3.2433,4.0223,0.0500,0.000064,0,150
828,3.3667,3.9339,0.0500,0.000041,0,150
829,3.3667,3.8592,0.0500,0.000102,0,150
830,5.3933,3.7838,0.0500,0.000043,0,150
831,3.3800,3.7297,0.0500,0.000051,0,150
832,3.5133,3.6748,0.0500,0.000025,1,150
833,3.3933,3.6259,0.0500,0.000065,0,150
834,3.1933,3.5943,0.0500,0.000023,0,150
835,3.1667,3.5596,0.0500,0.000033,0,150
836,3.4067,3.5223,0.0500,0.000075,0,150
837,3.3133,3.5055,0.0500,0.000016,0,150
838,2.7667,3.5228,0.0500,0.000095,0,150
839,3.3800,3.5346,0.0500,0.000038,0,150
840,2.9367,3.5472,0.0500,0.000199,0,150
841,3.3267,3.5147,0.0500,0.000058,0,150
842,5.3133,3.4819,0.0500,0.000033,0,150
843,3.2333,3.4658,0.0500,0.000010,0,150
844,3.3667,3.4476,0.0500,0.000034,0,150
845,3.3267,3.4338,0.0500,0.000028,0,150
846,3.4333,3.4238,0.0500,0.000036,0,150
847,5.2600,3.4135,0.0500,0.000079,0,150
848,3.4333,3.4220,0.0500,0.000025,0,150
849,3.2867,3.4432,0.0500,0.000029,0,150
850,3.3933,3.4633,0.0500,0.000077,0,150
851,5.2867,3.5125,0.0500,0.000059,0,150
852,3.3400,3.5819,0.0500,0.000033,0,150
853,3.8867,3.6135,0.0500,0.000023,1,150
854,3.2333,3.6533,0.0500,0.000156,0,150
855,3.3533,3.6900,0.0500,0.000040,0,150
856,5.3267,3.7253,0.0500,0.000039,0,150
857,5.3933,3.7794,0.0500,0.000023,0,150
858,3.4333,3.8153,0.0500,0.000017,0,150
859,5.4067,3.8445,0.0500,0.000020,0,150
860,3.3400,3.8959,0.0500,0.000042,0,150
861,3.6200,3.9421,0.0500,0.000022,1,150
862,5.2200,3.9521,0.0500,0.000045,0,150
863,5.0867,4.0007,0.0500,0.000029,0,150
864,3.4467,4.0547,0.0500,0.000040,0,150
865,5.3800,4.1121,0.0500,0.000056,0,150
866,3.3533,4.1896,0.0500,0.000068,0,150
867,3.2867,4.2284,0.0500,0.000071,0,150
868,3.3800,4.2448,0.0500,0.000092,0,150
869,3.3533,4.2607,0.0500,0.000079,0,150
870,3.3933,4.2348,0.0500,0.000029,0,150
871,3.4867,4.2100,0.0500,0.000049,0,150
872,5.1667,4.2005,0.0500,0.000026,0,150
873,3.4067,4.1717,0.0500,0.000076,0,150
874,3.4067,4.1141,0.0500,0.000046,0,150
875,3.4333,4.0540,0.0500,0.000050,0,150
876,3.4067,3.9541,0.0500,0.000016,0,150
877,3.3800,3.8745,0.0500,0.000067,0,150
878,3.3400,3.8169,0.0500,0.000035,0,150
879,3.2733,3.7595,0.0500,0.000075,0,150
880,3.2867,3.7217,0.0500,0.000025,0,150
881,3.4467,3.6824,0.0500,0.000049,0,150
882,3.6200,3.6440,0.0500,0.000025,1,150
883,3.2467,3.5907,0.0500,0.000052,0,150
884,3.3933,3.5525,0.0500,0.000071,0,150
885,3.4333,3.5147,0.0500,0.000026,0,150
886,3.4467,3.4963,0.0500,0.000024,0,150
887,3.3800,3.4777,0.0500,0.000037,0,150
888,3.3667,3.4583,0.0500,0.000016,0,150
889,3.2867,3.4395,0.0500,0.000025,0,150
890,3.4200,3.4216,0.0500,0.000025,0,150
891,3.4067,3.4061,0.0500,0.000087,0,150
892,2.8600,3.3907,0.0500,0.000034,0,150
893,3.3667,3.3831,0.0500,0.000064,0,150
894,3.4200,3.3783,0.0500,0.000019,0,150
895,3.3533,3.3739,0.0500,0.000022,0,150
896,3.7800,3.3687,0.0500,0.000113,1,150
897,2.9000,3.3664,0.0500,0.000093,0,150
898,3.4067,3.3593,0.0500,0.000068,0,150
899,3.3667,3.3524,0.0500,0.000017,0,150
900,3.3933,3.3461,0.0500,0.000033,0,150
901,3.3000,3.3383,0.0500,0.000040,0,150
902,3.3533,3.3297,0.0500,0.000021,0,150
903,3.1400,3.3337,0.0500,0.000056,0,150
904,5.2733,3.3343,0.0500,0.000019,0,150
905,6.8200,3.3531,0.0500,0.000049,0,150
906,3.3400,3.4073,0.0500,0.000014,0,150
907,3.3667,3.4539,0.0500,0.000012,0,150
908,3.4467,3.5099,0.0500,0.000060,0,150
909,3.4067,3.5659,0.0500,0.000043,0,150
910,3.4733,3.6215,0.0500,0.000025,0,150
911,3.6867,3.6781,0.0500,0.000021,1,150
912,5.3933,3.7397,0.0500,0.000028,0,150
913,3.1933,3.8168,0.0500,0.000058,0,150
914,3.3800,3.8967,0.0500,0.000091,0,150
915,3.3800,3.9391,0.0500,0.000016,0,150
916,3.2333,3.9124,0.0500,0.000072,0,150
917,3.3800,3.8891,0.0500,0.000026,0,150
918,2.6200,3.8612,0.0500,0.000069,0,150
919,3.4600,3.8247,0.0500,0.000032,0,150
920,5.3800,3.7883,0.0500,0.000036,0,150
921,3.1267,3.7701,0.0500,0.000093,0,150
922,3.4967,3.7425,0.0500,0.000098,0,150
923,3.2067,3.6756,0.0500,0.000018,0,150
924,3.3667,3.6082,0.0500,0.000052,0,150
925,5.3933,3.5596,0.0500,0.000093,0,150
926,5.2600,3.5656,0.0500,0.000037,0,150
927,3.3667,3.5929,0.0500,0.000013,0,150
928,3.3533,3.6199,0.0500,0.000012,0,150
929,3.3800,3.6626,0.0500,0.000023,0,150
930,3.3400,3.7039,0.0500,0.000012,0,150
931,3.3933,3.7057,0.0500,0.000026,0,150
932,5.4200,3.7158,0.0500,0.000026,0,150
933,4.0733,3.7641,0.0500,0.000027,0,150
934,3.3133,3.8209,0.0500,0.000196,0,150
935,3.2067,3.8774,0.0500,0.000322,0,150
936,3.4333,3.8918,0.0500,0.000204,0,150
937,3.3800,3.8677,0.0500,0.000012,0,150
938,3.2733,3.8439,0.0500,0.000044,0,150
939,3.4600,3.8119,0.0500,0.000054,0,150
940,3.2867,3.7815,0.0500,0.000129,0,150
941,3.4867,3.7710,0.0500,0.000218,0,150
942,3.2467,3.7588,0.0500,0.000016,0,150
943,3.3800,3.7056,0.0500,0.000265,0,150
944,3.3000,3.6368,0.0500,0.000049,0,150
945,3.3800,3.5684,0.0500,0.000035,0,150
946,2.5933,3.5236,0.0500,0.000026,0,150
947,3.4467,3.4887,0.0500,0.000028,0,150
948,2.1400,3.4543,0.0500,0.000013,0,150
949,5.2733,3.4093,0.0500,0.000042,0,150
950,5.3267,3.3817,0.0500,0.000104,0,150
951,2.8733,3.3751,0.0500,0.000045,0,150
952,3.4467,3.3613,0.0500,0.000018,0,150
953,3.3667,3.3713,0.0500,0.000035,0,150
954,3.3400,3.3881,0.0500,0.000025,0,150
955,3.4467,3.4055,0.0500,0.000024,0,150
956,3.2733,3.4217,0.0500,0.000023,0,150
957,3.4067,3.4532,0.0500,0.000026,0,150
958,3.3133,3.4836,0.0500,0.000390,0,150
959,3.2867,3.5371,0.0500,0.000049,0,150
960,3.0733,3.5525,0.0500,0.000016,0,150
961,2.9267,3.5251,0.0500,0.000023,0,150
962,5.4333,3.5043,0.0500,0.000021,0,150
963,3.3933,3.5013,0.0500,0.000043,0,150
964,3.0867,3.4988,0.0500,0.000036,0,150
965,5.4333,3.4933,0.0500,0.000012,0,150
966,3.1933,3.5071,0.0500,0.000061,0,150
967,2.8867,3.5132,0.0500,0.000010,0,150
968,5.0467,3.5145,0.0500,0.000044,0,150
969,3.2600,3.5215,0.0500,0.000076,0,150
970,3.2733,3.5480,0.0500,0.000045,0,150
971,3.3667,3.5991,0.0500,0.000037,0,150
972,5.3267,3.6540,0.0500,0.000015,0,150
973,3.2467,3.6880,0.0500,0.000326,0,150
974,3.3133,3.7203,0.0500,0.000025,0,150
975,3.3400,3.7573,0.0500,0.000013,0,150
976,3.4200,3.7536,0.0500,0.000032,0,150
977,5.4733,3.7529,0.0500,0.000026,1,150
978,3.4600,3.7833,0.0500,0.000019,0,150
979,3.3933,3.7805,0.0500,0.000034,1,150
980,3.3667,3.7793,0.0500,0.000038,0,150
981,3.3800,3.7771,0.0500,0.000021,0,150
982,3.4200,3.7705,0.0500,0.000028,0,150
983,4.9933,3.7460,0.0500,0.000031,0,150
984,3.3400,3.7404,0.0500,0.000014,0,150
985,5.1667,3.7328,0.0500,0.000020,0,150
986,3.4200,3.7644,0.0500,0.000048,0,150
987,3.3933,3.7937,0.0500,0.000027,0,150
988,3.2733,3.7764,0.0500,0.000028,0,150
989,5.3533,3.7731,0.0500,0.000021,0,150
990,3.4467,3.7880,0.0500,0.000013,0,150
991,3.4067,3.8028,0.0500,0.000020,0,150
992,3.3533,3.8177,0.0500,0.000014,0,150
993,5.3667,3.8511,0.0500,0.000019,0,150
994,5.2200,3.8707,0.0500,0.000098,0,150
995,3.3800,3.9088,0.0500,0.000022,0,150
996,3.3933,3.9108,0.0500,0.000126,0,150
997,5.3933,3.9125,0.0500,0.000023,0,150
998,3.4333,3.9551,0.0500,0.000023,0,150
999,3.3800,4.0011,0.0500,0.000047,0,150
1000,3.4733,4.0077,0.0500,0.000033,0,150
1001,3.3533,4.0139,0.0500,0.000012,0,150
1002,3.4067,4.0192,0.0500,0.000026,0,150
1003,3.3933,4.0257,0.0500,0.000032,0,150
1004,3.3800,4.0088,0.0500,0.000012,0,150
1005,3.4333,3.9547,0.0500,0.000024,0,150
1006,3.3800,3.9189,0.0500,0.000015,0,150
1007,3.2733,3.8833,0.0500,0.000049,0,150
1008,3.3133,3.8065,0.0500,0.000092,0,150
1009,5.4467,3.7269,0.0500,0.000035,0,150
1010,5.3533,3.6877,0.0500,0.000013,0,150
1011,3.3800,3.6671,0.0500,0.000029,0,150
1012,5.3800,3.6472,0.0500,0.000025,0,150
1013,5.4067,3.6465,0.0500,0.000016,0,150
1014,3.3933,3.6857,0.0500,0.000013,0,150
1015,3.4467,3.7435,0.0500,0.000030,0,150
1016,5.4467,3.8008,0.0500,0.000017,0,150
1017,3.3400,3.8789,0.0500,0.000034,0,150
1018,5.3133,3.9789,0.0500,0.000014,0,150
1019,3.4333,4.1001,0.0500,0.000014,0,150
1020,3.2333,4.1805,0.0500,0.000014,0,150
1021,3.3800,4.2209,0.0500,0.000038,0,150
1022,3.3667,4.2611,0.0500,0.000020,0,150
1023,5.1933,4.2613,0.0500,0.000047,0,150
1024,3.3800,4.2393,0.0500,0.000033,0,150
1025,5.3800,4.2171,0.0500,0.000020,0,150
1026,5.4600,4.2140,0.0500,0.000011,0,150
1027,2.8033,4.1904,0.0500,0.000033,0,150
1028,3.4333,4.1608,0.0500,0.000038,0,150
1029,5.3533,4.0923,0.0500,0.000019,0,150
1030,3.3400,4.0632,0.0500,0.000062,0,150
1031,3.3933,4.0564,0.0500,0.000022,0,150
1032,3.3667,4.0497,0.0500,0.000019,0,150
1033,3.5933,4.0631,0.0500,0.000018,1,150
1034,3.4067,4.0627,0.0500,0.000018,0,150
1035,3.3933,4.0627,0.0500,0.000030,0,150
1036,3.3400,4.0234,0.0500,0.000045,0,150
1037,5.3533,3.9629,0.0500,0.000022,0,150
1038,5.2067,3.9332,0.0500,0.000045,0,150
1039,5.0333,3.9400,0.0500,0.000017,0,150
1040,3.4067,3.9244,0.0500,0.000058,0,150
1041,3.2333,3.9085,0.0500,0.000042,1,150
1042,5.3533,3.8908,0.0500,0.000015,0,150
1043,3.3000,3.8929,0.0500,0.000043,0,150
1044,3.3667,3.9082,0.0500,0.000013,0,150
1045,3.2600,3.9227,0.0500,0.000017,0,150
1046,4.6833,3.9558,0.0500,0.000021,0,150
1047,3.3800,4.0236,0.0500,0.000033,0,150
1048,7.3667,4.0461,0.0500,0.000033,0,150
1049,3.3400,4.0724,0.0500,0.000030,0,150
1050,3.4467,4.0851,0.0500,0.000040,0,150
1051,3.4200,4.0974,0.0500,0.000018,0,150
1052,3.2733,4.1133,0.0500,0.000024,0,150
1053,3.3667,4.0884,0.0500,0.000043,0,150
1054,3.3533,4.0672,0.0500,0.000019,0,150
1055,3.6333,4.0462,0.0500,0.000029,1,150
1056,3.2600,4.0303,0.0500,0.000040,0,150
1057,3.2333,3.9868,0.0500,0.000025,0,150
1058,3.4333,3.9615,0.0500,0.000074,0,150
1059,5.2867,3.8752,0.0500,0.000042,0,150
1060,3.3667,3.8254,0.0500,0.000029,0,150
1061,3.3267,3.7744,0.0500,0.000046,0,150
1062,3.3667,3.7205,0.0500,0.000057,0,150
1063,3.4467,3.6884,0.0500,0.000054,0,150
1064,3.3800,3.6565,0.0500,0.000021,0,150
1065,5.4200,3.6249,0.0500,0.000026,0,150
