episode,reward,moving_avg_reward,epsilon,loss,deliveries,steps
532,11.4900,11.6949,0.0691,0.000037,0,250
533,11.7500,11.6946,0.0688,0.000033,0,250
534,11.7200,11.6927,0.0684,0.000081,0,250
535,11.7600,11.6926,0.0681,0.000036,0,250
536,11.7200,11.6931,0.0678,0.000063,0,250
537,11.7900,11.6975,0.0674,0.000041,0,250
538,11.5300,11.6986,0.0671,0.000048,0,250
539,11.9600,11.6999,0.0668,0.000057,0,250
540,11.7100,11.7046,0.0664,0.000030,0,250
541,11.4400,11.7083,0.0661,0.000031,0,250
542,11.6800,11.7046,0.0658,0.000044,0,250
543,11.6100,11.7057,0.0654,0.000072,0,250
544,11.4300,11.7060,0.0651,0.000052,0,250
545,11.7800,11.7026,0.0648,0.000055,0,250
546,11.6400,11.6988,0.0645,0.000049,0,250
547,11.6700,11.6929,0.0641,0.000040,0,250
548,11.6200,11.6866,0.0638,0.000033,0,250
549,11.7900,11.6818,0.0635,0.000053,0,250
550,11.8400,11.6727,0.0632,0.000059,0,250
551,11.8300,11.6656,0.0629,0.000040,0,250
552,12.0800,11.6658,0.0625,0.000033,0,250
553,11.8100,11.6681,0.0622,0.000048,0,250
554,11.8900,11.6738,0.0619,0.000030,0,250
555,12.0900,11.6870,0.0616,0.000042,1,250
556,11.2100,11.7031,0.0613,0.000041,0,250
557,11.5100,11.7157,0.0610,0.000035,0,250
558,11.0600,11.7279,0.0607,0.000054,0,250
559,11.8075,11.7336,0.0604,0.000040,0,250
560,11.7600,11.7412,0.0601,0.000062,0,250
561,11.3100,11.7467,0.0598,0.000140,0,250
562,11.5100,11.7430,0.0595,0.000047,0,250
563,11.7700,11.7297,0.0592,0.000112,0,250
564,11.6400,11.7140,0.0589,0.000133,0,250
565,11.7800,11.6912,0.0586,0.000085,0,250
566,11.7000,11.6621,0.0583,0.000047,0,250
567,11.9000,11.6423,0.0580,0.000070,0,250
568,11.8800,11.6280,0.0577,0.000060,0,250
569,12.1800,11.6275,0.0574,0.000119,1,250
570,11.5400,11.6305,0.0571,0.000066,0,250
571,11.7800,11.6321,0.0569,0.000129,0,250
572,11.8800,11.6436,0.0566,0.000031,0,250
573,11.6300,11.6646,0.0563,0.000036,0,250
574,11.3200,11.6845,0.0560,0.000066,0,250
575,11.7600,11.7037,0.0557,0.000143,0,250
576,11.8875,11.7258,0.0555,0.000042,0,250
577,11.8100,11.7449,0.0552,0.000188,0,250
578,11.8800,11.7592,0.0549,0.000115,0,250
579,11.8000,11.7653,0.0546,0.000051,0,250
580,11.5500,11.7639,0.0544,0.000047,0,250
581,11.8700,11.7648,0.0541,0.000067,0,250
582,11.5500,11.7619,0.0538,0.000053,0,250
583,11.9700,11.7519,0.0535,0.000052,0,250
584,11.5700,11.7468,0.0533,0.000076,0,250
585,12.0200,11.7474,0.0530,0.000069,0,250
586,12.0600,11.7508,0.0527,0.000053,0,250
587,11.8700,11.7540,0.0525,0.000042,0,250
588,11.9900,11.7587,0.0522,0.000057,0,250
589,12.0700,11.7645,0.0520,0.000028,0,250
590,11.7500,11.7769,0.0517,0.000036,0,250
591,11.9600,11.7911,0.0514,0.000030,0,250
592,11.7200,11.8053,0.0512,0.000046,0,250
593,11.6000,11.8245,0.0509,0.000032,0,250
594,11.7200,11.8367,0.0507,0.000027,0,250
595,11.7500,11.8478,0.0504,0.000034,0,250
596,11.6300,11.8536,0.0502,0.000034,0,250
597,11.9200,11.8534,0.0500,0.000033,0,250
598,11.7900,11.8531,0.0500,0.000027,0,250
599,11.9700,11.8497,0.0500,0.000027,0,250
600,11.8900,11.8426,0.0500,0.000036,0,250
601,11.6900,11.8349,0.0500,0.000040,0,250
602,11.8775,11.8236,0.0500,0.000055,0,250
603,11.8100,11.8122,0.0500,0.000038,0,250
604,11.8400,11.8066,0.0500,0.000035,0,250
605,11.9300,11.8006,0.0500,0.000035,0,250
606,11.9800,11.7992,0.0500,0.000032,0,250
607,12.0200,11.8056,0.0500,0.000024,0,250
608,11.8800,11.8125,0.0500,0.000025,0,250
609,11.8900,11.8222,0.0500,0.000029,0,250
610,11.8700,11.8322,0.0500,0.000031,0,250
611,11.8800,11.8406,0.0500,0.000042,0,250
612,11.9400,11.8536,0.0500,0.000038,0,250
613,11.8200,11.8656,0.0500,0.000030,0,250
614,11.8800,11.8756,0.0500,0.000037,0,250
615,11.8675,11.8848,0.0500,0.000041,0,250
616,11.9000,11.8916,0.0500,0.000024,0,250
617,11.9600,11.8941,0.0500,0.000032,0,250
618,11.9500,11.8950,0.0500,0.000035,0,250
619,11.8000,11.8957,0.0500,0.000041,0,250
620,12.0700,11.8963,0.0500,0.000068,0,250
621,11.9800,11.8991,0.0500,0.000031,0,250
622,12.0900,11.9010,0.0500,0.000023,0,250
623,11.8200,11.9038,0.0500,0.000032,0,250
624,11.6600,11.9065,0.0500,0.000022,0,250
625,11.7700,11.9066,0.0500,0.000042,0,250
626,11.9100,11.9063,0.0500,0.000029,0,250
627,11.6600,11.9069,0.0500,0.000038,0,250
628,11.7000,11.9051,0.0500,0.000025,0,250
629,11.9000,11.9002,0.0500,0.000034,0,250
630,11.8500,11.8971,0.0500,0.000027,0,250
631,11.9400,11.8898,0.0500,0.000041,0,250
632,11.9400,11.8811,0.0500,0.000029,0,250
633,11.8200,11.8695,0.0500,0.000033,0,250
634,11.9600,11.8578,0.0500,0.000027,0,250
635,12.0075,11.8513,0.0500,0.000050,0,250
636,11.5900,11.8482,0.0500,0.000034,0,250
637,11.8600,11.8418,0.0500,0.000034,0,250
638,11.8400,11.8403,0.0500,0.000043,0,250
639,11.7300,11.8428,0.0500,0.000033,0,250
640,11.9000,11.8426,0.0500,0.000034,0,250
641,11.8600,11.8451,0.0500,0.000039,0,250
642,12.0200,11.8471,0.0500,0.000029,0,250
643,11.7400,11.8515,0.0500,0.000057,0,250
644,12.1000,11.8551,0.0500,0.000044,0,250
645,11.6800,11.8571,0.0500,0.000028,0,250
646,11.7400,11.8534,0.0500,0.000039,0,250
647,11.8800,11.8544,0.0500,0.000045,0,250
648,11.9800,11.8536,0.0500,0.000025,0,250
649,11.8900,11.8529,0.0500,0.000028,0,250
650,11.6000,11.8554,0.0500,0.000026,0,250
651,11.7700,11.8544,0.0500,0.000024,0,250
652,12.0900,11.8533,0.0500,0.000029,0,250
653,11.7600,11.8522,0.0500,0.000031,0,250
654,11.6875,11.8520,0.0500,0.000047,0,250
655,12.0100,11.8463,0.0500,0.000053,0,250
656,11.9500,11.8472,0.0500,0.000028,0,250
657,12.0900,11.8486,0.0500,0.000038,0,250
658,12.0700,11.8520,0.0500,0.000027,0,250
659,12.0000,11.8549,0.0500,0.000021,0,250
660,11.8400,11.8573,0.0500,0.000048,0,250
661,11.7900,11.8650,0.0500,0.000026,0,250
662,11.8900,11.8739,0.0500,0.000043,0,250
663,11.8900,11.8801,0.0500,0.000024,0,250
664,11.8700,11.8874,0.0500,0.000024,0,250
665,11.9500,11.9006,0.0500,0.000024,0,250
666,11.7300,11.9099,0.0500,0.000024,0,250
667,11.9100,11.9149,0.0500,0.000030,0,250
668,11.9700,11.9161,0.0500,0.000033,1,250
669,11.1600,11.9153,0.0500,0.000099,0,250
670,11.9400,11.9050,0.0500,0.000046,0,250
671,12.0600,11.8933,0.0500,0.000044,0,250
672,10.8375,11.8842,0.0500,0.000068,0,250
673,11.5200,11.8665,0.0500,0.000062,0,250
674,11.7000,11.8438,0.0500,0.000057,0,250
675,11.7000,11.8175,0.0500,0.000041,0,250
676,11.8000,11.7894,0.0500,0.000056,0,250
677,11.9600,11.7642,0.0500,0.000056,0,250
678,12.1000,11.7413,0.0500,0.000036,0,250
679,12.2200,11.7206,0.0500,0.000058,1,250
680,11.0400,11.7190,0.0500,0.000068,0,250
681,11.6000,11.7074,0.0500,0.000044,0,250
682,12.0600,11.6885,0.0500,0.000046,0,250
683,11.7200,11.6923,0.0500,0.000047,0,250
684,11.8900,11.7018,0.0500,0.000032,0,250
685,12.0200,11.7149,0.0500,0.000102,0,250
686,11.5100,11.7338,0.0500,0.000044,1,250
687,11.5700,11.7490,0.0500,0.000120,0,250
688,11.8600,11.7598,0.0500,0.000088,0,250
689,11.3800,11.7669,0.0500,0.000057,0,250
690,11.4200,11.7551,0.0500,0.000044,0,250
691,11.9000,11.7560,0.0500,0.000036,0,250
692,11.7400,11.7645,0.0500,0.000052,0,250
693,11.5900,11.7576,0.0500,0.000111,0,250
694,11.7500,11.7474,0.0500,0.000048,0,250
695,11.9600,11.7339,0.0500,0.000036,0,250
696,11.8800,11.7166,0.0500,0.000038,0,250
697,12.0900,11.7059,0.0500,0.000034,0,250
698,12.0600,11.7043,0.0500,0.000031,0,250
699,12.0400,11.7071,0.0500,0.000037,0,250
700,11.8600,11.7249,0.0500,0.000044,0,250
701,11.9000,11.7433,0.0500,0.000027,0,250
702,11.8500,11.7587,0.0500,0.000026,0,250
703,11.7400,11.7784,0.0500,0.000027,0,250
704,11.8100,11.8009,0.0500,0.000027,0,250
705,12.1700,11.8254,0.0500,0.000029,1,250
706,11.7300,11.8526,0.0500,0.000100,0,250
707,11.6300,11.8746,0.0500,0.000032,0,250
708,11.9600,11.8868,0.0500,0.000053,0,250
709,12.0100,11.8960,0.0500,0.000100,0,250
710,12.0600,11.8983,0.0500,0.000045,0,250
711,11.6200,11.8982,0.0500,0.000059,0,250
712,11.6875,11.8953,0.0500,0.000036,0,250
713,11.9900,11.8897,0.0500,0.000094,1,250
714,11.7500,11.8851,0.0500,0.000051,0,250
715,12.0400,11.8792,0.0500,0.000048,0,250
716,11.6400,11.8700,0.0500,0.000042,0,250
717,11.6800,11.8614,0.0500,0.000072,0,250
718,11.5400,11.8579,0.0500,0.000060,0,250
719,11.9400,11.8511,0.0500,0.000048,0,250
720,11.6000,11.8440,0.0500,0.000037,0,250
721,11.6600,11.8303,0.0500,0.000058,0,250
722,12.1400,11.8198,0.0500,0.000091,0,250
723,11.7300,11.8154,0.0500,0.000037,0,250
724,11.9300,11.8059,0.0500,0.000060,0,250
725,12.1100,11.7988,0.0500,0.000053,1,250
726,12.0300,11.7938,0.0500,0.000032,0,250
727,11.6700,11.7935,0.0500,0.000033,0,250
728,11.9500,11.7926,0.0500,0.000044,0,250
729,10.6400,11.8000,0.0500,0.000038,0,250
730,11.8000,11.7952,0.0500,0.000033,0,250
731,11.5800,11.7969,0.0500,0.000042,0,250
732,11.9000,11.7974,0.0500,0.000043,0,250
733,11.9700,11.7910,0.0500,0.000039,0,250
734,11.8000,11.7896,0.0500,0.000059,0,250
735,11.8800,11.7851,0.0500,0.000043,0,250
736,11.5300,11.7776,0.0500,0.000033,0,250
737,12.0600,11.7612,0.0500,0.000046,0,250
738,11.5400,11.7488,0.0500,0.000034,0,250
739,12.0200,11.7282,0.0500,0.000030,0,250
740,11.9900,11.7344,0.0500,0.000027,0,250
741,11.9200,11.7405,0.0500,0.000028,0,250
742,12.3500,11.7508,0.0500,0.000114,1,250
743,11.9600,11.7680,0.0500,0.000031,0,250
744,11.8600,11.7827,0.0500,0.000036,0,250
745,12.0400,11.7993,0.0500,0.000036,0,250
746,12.0500,11.8198,0.0500,0.000065,0,250
747,11.7300,11.8505,0.0500,0.000104,0,250
748,11.9400,11.8740,0.0500,0.000018,0,250
749,11.9600,11.9056,0.0500,0.000026,0,250
750,11.9400,11.9228,0.0500,0.000032,0,250
751,11.9200,11.9376,0.0500,0.000095,0,250
752,11.5300,11.9490,0.0500,0.000037,0,250
753,11.9400,11.9477,0.0500,0.000038,0,250
754,11.9500,11.9463,0.0500,0.000036,0,250
755,11.8300,11.9452,0.0500,0.000025,0,250
756,11.9800,11.9404,0.0500,0.000030,0,250
757,11.8000,11.9297,0.0500,0.000031,0,250
758,11.9800,11.9230,0.0500,0.000047,0,250
759,11.7300,11.9127,0.0500,0.000031,0,250
760,11.9300,11.9007,0.0500,0.000032,0,250
761,11.8000,11.8891,0.0500,0.000059,0,250
762,11.9600,11.8763,0.0500,0.000033,0,250
763,11.6200,11.8760,0.0500,0.000043,0,250
764,11.7600,11.8727,0.0500,0.000048,0,250
765,11.9700,11.8666,0.0500,0.000060,0,250
766,12.0100,11.8640,0.0500,0.000042,0,250
767,11.9000,11.8624,0.0500,0.000034,0,250
768,11.9500,11.8611,0.0500,0.000031,0,250
769,11.7000,11.8591,0.0500,0.000043,0,250
770,11.9200,11.8591,0.0500,0.000034,0,250
771,11.7800,11.8591,0.0500,0.000035,0,250
772,11.4600,11.8601,0.0500,0.000041,0,250
773,11.9100,11.8518,0.0500,0.000034,0,250
774,11.5000,11.8496,0.0500,0.000035,0,250
775,11.9100,11.8467,0.0500,0.000024,0,250
776,12.0100,11.8418,0.0500,0.000027,0,250
777,12.1100,11.8366,0.0500,0.000032,0,250
778,12.2900,11.8325,0.0500,0.000095,1,250
779,11.2000,11.8321,0.0500,0.000036,0,250
780,11.0700,11.8270,0.0500,0.000037,0,250
781,11.7900,11.8135,0.0500,0.000044,0,250
782,11.8400,11.8003,0.0500,0.000097,0,250
783,11.9500,11.7959,0.0500,0.000043,0,250
784,11.9300,11.7890,0.0500,0.000045,0,250
785,11.7500,11.7890,0.0500,0.000065,0,250
786,11.6800,11.7880,0.0500,0.000031,0,250
787,11.7100,11.7837,0.0500,0.000119,0,250
788,11.9500,11.7733,0.0500,0.000026,0,250
789,11.9500,11.7561,0.0500,0.000037,0,250
790,11.9200,11.7514,0.0500,0.000031,0,250
791,11.9100,11.7637,0.0500,0.000026,0,250
792,11.7500,11.7771,0.0500,0.000034,0,250
793,11.9100,11.7858,0.0500,0.000054,0,250
794,12.1200,11.7937,0.0500,0.000029,0,250
795,11.8900,11.7992,0.0500,0.000046,0,250
796,11.7600,11.8077,0.0500,0.000039,0,250
797,11.9700,11.8203,0.0500,0.000056,0,250
798,11.9500,11.8395,0.0500,0.000022,0,250
799,11.9000,11.8621,0.0500,0.000026,0,250
800,11.5000,11.8767,0.0500,0.000030,0,250
801,11.4500,11.8786,0.0500,0.000029,0,250
802,12.0200,11.8747,0.0500,0.000087,0,250
803,11.8200,11.8744,0.0500,0.000032,0,250
804,11.9400,11.8736,0.0500,0.000030,0,250
805,12.0200,11.8691,0.0500,0.000038,0,250
806,11.8300,11.8645,0.0500,0.000031,0,250
807,11.8600,11.8598,0.0500,0.000032,0,250
808,11.8800,11.8514,0.0500,0.000034,0,250
809,12.0475,11.8423,0.0500,0.000032,0,250
810,11.4100,11.8352,0.0500,0.000041,0,250
811,11.0000,11.8314,0.0500,0.000043,0,250
812,11.8700,11.8276,0.0500,0.000062,0,250
813,12.0500,11.8197,0.0500,0.000029,0,250
814,11.4800,11.8150,0.0500,0.000040,0,250
815,12.1900,11.8075,0.0500,0.000032,1,250
816,11.3300,11.8003,0.0500,0.000058,1,250
817,11.8900,11.7875,0.0500,0.000079,0,250
818,10.7300,11.7761,0.0500,0.000148,0,250
819,11.2000,11.7539,0.0500,0.000062,0,250
820,11.8500,11.7217,0.0500,0.000131,0,250
821,11.5800,11.6948,0.0500,0.000099,0,250
822,11.5600,11.6782,0.0500,0.000208,0,250
823,11.7100,11.6601,0.0500,0.000051,0,250
824,11.9000,11.6362,0.0500,0.000141,0,250
825,11.3900,11.6211,0.0500,0.000117,0,250
826,12.1600,11.5963,0.0500,0.000050,0,250
827,11.9400,11.5849,0.0500,0.000034,0,250
828,11.2700,11.5736,0.0500,0.000036,0,250
829,11.9900,11.5792,0.0500,0.000080,0,250
830,12.0300,11.6012,0.0500,0.000030,0,250
831,12.1100,11.6206,0.0500,0.000038,0,250
832,11.8800,11.6395,0.0500,0.000052,0,250
833,12.0500,11.6647,0.0500,0.000060,0,250
834,11.9000,11.6967,0.0500,0.000025,0,250
835,11.9900,11.7245,0.0500,0.000025,0,250
836,11.5300,11.7663,0.0500,0.000039,0,250
837,11.9600,11.7935,0.0500,0.000053,0,250
838,11.6900,11.8204,0.0500,0.000041,0,250
839,11.8500,11.8461,0.0500,0.000034,0,250
840,11.9400,11.8625,0.0500,0.000052,0,250
841,12.0400,11.8762,0.0500,0.000026,0,250
842,11.9900,11.8839,0.0500,0.000041,0,250
843,12.0900,11.8895,0.0500,0.000028,0,250
844,11.9600,11.8921,0.0500,0.000030,0,250
845,11.7400,11.8953,0.0500,0.000028,0,250
846,11.6600,11.8900,0.0500,0.000034,0,250
847,11.9100,11.8923,0.0500,0.000025,0,250
848,11.9000,11.8939,0.0500,0.000026,0,250
849,11.8900,11.8934,0.0500,0.000037,0,250
850,11.8100,11.8947,0.0500,0.000022,0,250
851,11.8700,11.8956,0.0500,0.000036,0,250
852,11.7700,11.8955,0.0500,0.000036,0,250
853,11.9800,11.8921,0.0500,0.000029,0,250
854,11.7700,11.8872,0.0500,0.000025,0,250
855,11.9300,11.8798,0.0500,0.000035,0,250
856,11.8700,11.8768,0.0500,0.000026,0,250
857,12.1700,11.8746,0.0500,0.000024,0,250
858,11.9100,11.8755,0.0500,0.000024,0,250
859,12.0200,11.8744,0.0500,0.000028,0,250
860,12.0300,11.8742,0.0500,0.000030,0,250
861,11.7500,11.8775,0.0500,0.000030,0,250
862,11.8400,11.8813,0.0500,0.000045,0,250
863,11.8600,11.8880,0.0500,0.000042,0,250
864,11.9500,11.8946,0.0500,0.000026,0,250
865,12.3600,11.9049,0.0500,0.000028,1,250
866,11.5100,11.9176,0.0500,0.000025,0,250
867,11.6800,11.9246,0.0500,0.000029,0,250
868,11.7700,11.9241,0.0500,0.000183,0,250
869,11.6300,11.9221,0.0500,0.000043,0,250
870,11.7300,11.9149,0.0500,0.000031,0,250
871,11.8900,11.9025,0.0500,0.000029,0,250
872,11.8300,11.8927,0.0500,0.000085,0,250
873,11.7400,11.8821,0.0500,0.000025,0,250
874,11.8100,11.8715,0.0500,0.000057,0,250
875,11.3975,11.8577,0.0500,0.000046,0,250
876,12.1600,11.8300,0.0500,0.000043,0,250
877,11.6300,11.8124,0.0500,0.000038,0,250
878,11.9600,11.7991,0.0500,0.000035,0,250
879,12.0000,11.7892,0.0500,0.000048,0,250
880,11.9800,11.7869,0.0500,0.000049,0,250
881,11.8900,11.7901,0.0500,0.000037,0,250
882,11.6700,11.7918,0.0500,0.000049,0,250
883,11.9400,11.7921,0.0500,0.000036,0,250
884,12.1100,11.7956,0.0500,0.000034,0,250
885,11.9300,11.8035,0.0500,0.000024,0,250
886,12.0100,11.8263,0.0500,0.000036,0,250
887,11.9900,11.8411,0.0500,0.000025,0,250
888,11.6900,11.8600,0.0500,0.000033,0,250
889,12.0700,11.8744,0.0500,0.000033,0,250
890,11.9600,11.8857,0.0500,0.000019,0,250
891,11.8200,11.8943,0.0500,0.000023,0,250
892,12.1000,11.9022,0.0500,0.000027,0,250
893,11.9400,11.9161,0.0500,0.000033,0,250
894,11.8300,11.9279,0.0500,0.000035,0,250
895,12.0000,11.9339,0.0500,0.000025,0,250
896,11.7800,11.9353,0.0500,0.000035,1,250
897,10.9900,11.9359,0.0500,0.000048,0,250
898,11.7500,11.9229,0.0500,0.000262,1,250
899,11.8300,11.9132,0.0500,0.000131,0,250
900,11.5400,11.9004,0.0500,0.000038,0,250
901,11.2800,11.8836,0.0500,0.000146,0,250
902,11.9000,11.8621,0.0500,0.000097,0,250
903,11.7400,11.8343,0.0500,0.000185,0,250
904,11.9400,11.8045,0.0500,0.000122,0,250
905,11.8400,11.7786,0.0500,0.000049,0,250
906,11.7500,11.7504,0.0500,0.000111,0,250
907,11.8900,11.7242,0.0500,0.000038,0,250
908,11.7200,11.7170,0.0500,0.000048,0,250
909,11.9600,11.7089,0.0500,0.000037,0,250
910,11.8900,11.7045,0.0500,0.000033,0,250
911,11.3800,11.7078,0.0500,0.000037,0,250
912,11.8400,11.7175,0.0500,0.000052,0,250
913,11.9800,11.7286,0.0500,0.000035,0,250
914,12.1000,11.7441,0.0500,0.000037,0,250
915,12.2000,11.7601,0.0500,0.000056,0,250
916,11.8800,11.7813,0.0500,0.000036,0,250
917,12.0200,11.8041,0.0500,0.000025,0,250
918,12.0875,11.8192,0.0500,0.000028,0,250
919,11.5400,11.8383,0.0500,0.000029,0,250
920,11.5500,11.8519,0.0500,0.000042,0,250
921,11.5600,11.8585,0.0500,0.000061,0,250
922,11.3375,11.8660,0.0500,0.000151,0,250
923,11.7600,11.8691,0.0500,0.000043,0,250
924,11.9200,11.8675,0.0500,0.000048,0,250
925,11.7600,11.8626,0.0500,0.000052,0,250
926,11.8800,11.8496,0.0500,0.000057,0,250
927,11.7400,11.8354,0.0500,0.000053,0,250
928,12.1400,11.8170,0.0500,0.000072,0,250
929,11.4100,11.7955,0.0500,0.000048,0,250
930,11.3800,11.7769,0.0500,0.000079,1,250
931,11.4200,11.7600,0.0500,0.000065,0,250
932,11.7800,11.7399,0.0500,0.000057,0,250
933,11.8100,11.7293,0.0500,0.000094,0,250
934,11.4200,11.7213,0.0500,0.000066,0,250
935,12.1600,11.7102,0.0500,0.000066,1,250
936,11.4400,11.7074,0.0500,0.000054,0,250
937,12.0700,11.7003,0.0500,0.000040,0,250
938,11.6500,11.6992,0.0500,0.000064,0,250
939,12.0500,11.6927,0.0500,0.000052,0,250
940,11.8100,11.6940,0.0500,0.000047,0,250
941,11.7500,11.7012,0.0500,0.000045,0,250
942,11.7400,11.7131,0.0500,0.000107,0,250
943,11.7100,11.7202,0.0500,0.000106,0,250
944,11.7100,11.7258,0.0500,0.000041,0,250
945,11.7000,11.7393,0.0500,0.000035,0,250
946,11.6400,11.7442,0.0500,0.000037,0,250
947,11.9100,11.7555,0.0500,0.000044,0,250
948,11.9200,11.7619,0.0500,0.000028,0,250
949,11.6700,11.7759,0.0500,0.000045,0,250
950,11.8000,11.7797,0.0500,0.000045,0,250
951,11.8800,11.7791,0.0500,0.000047,0,250
952,11.8800,11.7765,0.0500,0.000106,0,250
953,12.0200,11.7757,0.0500,0.000048,0,250
954,11.9100,11.7790,0.0500,0.000046,0,250
955,11.7775,11.7814,0.0500,0.000097,1,250
956,11.1400,11.7892,0.0500,0.000045,0,250
957,11.6800,11.7900,0.0500,0.000094,0,250
958,11.9800,11.7900,0.0500,0.000045,0,250
959,11.6800,11.7880,0.0500,0.000055,0,250
960,11.8500,11.7899,0.0500,0.000073,0,250
961,12.0500,11.7924,0.0500,0.000078,0,250
962,11.7500,11.7952,0.0500,0.000051,0,250
963,11.7900,11.7954,0.0500,0.000068,0,250
964,11.8100,11.7902,0.0500,0.000145,0,250
965,11.7200,11.7820,0.0500,0.000048,0,250
966,11.8500,11.7724,0.0500,0.000045,0,250
967,12.0100,11.7749,0.0500,0.000050,0,250
968,11.8400,11.7830,0.0500,0.000034,0,250
969,11.8000,11.7892,0.0500,0.000043,0,250
970,11.8600,11.7964,0.0500,0.000040,0,250
971,11.9200,11.8032,0.0500,0.000023,0,250
972,12.0900,11.8070,0.0500,0.000044,0,250
973,11.9400,11.8156,0.0500,0.000029,0,250
974,11.7500,11.8279,0.0500,0.000041,0,250
975,12.0500,11.8406,0.0500,0.000027,0,250
976,12.0300,11.8572,0.0500,0.000029,0,250
977,12.0275,11.8685,0.0500,0.000035,0,250
978,11.7500,11.8767,0.0500,0.000041,0,250
979,11.9000,11.8854,0.0500,0.000038,0,250
980,11.6700,11.8938,0.0500,0.000046,0,250
981,11.7700,11.9003,0.0500,0.000054,0,250
982,11.9500,11.9066,0.0500,0.000025,0,250
983,11.5500,11.9081,0.0500,0.000039,0,250
984,11.4400,11.9041,0.0500,0.000030,0,250
985,11.6500,11.8977,0.0500,0.000034,0,250
986,11.8500,11.8840,0.0500,0.000034,0,250
987,11.9700,11.8667,0.0500,0.000038,0,250
988,11.9500,11.8486,0.0500,0.000058,1,250
989,11.7100,11.8334,0.0500,0.000035,0,250
990,12.0000,11.8153,0.0500,0.000058,0,250
991,11.7800,11.8025,0.0500,0.000048,0,250
992,11.3400,11.7912,0.0500,0.000097,0,250
993,11.8600,11.7752,0.0500,0.000036,0,250
994,11.8600,11.7662,0.0500,0.000047,0,250
995,11.8400,11.7646,0.0500,0.000037,0,250
996,11.6000,11.7688,0.0500,0.000158,0,250
997,11.3100,11.7723,0.0500,0.000042,0,250
998,11.8175,11.7698,0.0500,0.000036,0,250
999,11.9000,11.7640,0.0500,0.000032,0,250
1000,11.6400,11.7620,0.0500,0.000042,0,250
1001,11.8000,11.7530,0.0500,0.000060,0,250
1002,11.9700,11.7442,0.0500,0.000046,0,250
1003,11.6500,11.7478,0.0500,0.000037,0,250
1004,11.9000,11.7462,0.0500,0.000037,0,250
1005,11.9800,11.7407,0.0500,0.000042,0,250
1006,11.9200,11.7348,0.0500,0.000031,0,250
1007,12.1000,11.7346,0.0500,0.000210,1,250
1008,11.7600,11.7489,0.0500,0.000070,0,250
1009,11.7000,11.7639,0.0500,0.000044,0,250
1010,11.9600,11.7750,0.0500,0.000027,0,250
1011,11.4800,11.7929,0.0500,0.000086,0,250
1012,11.7300,11.8075,0.0500,0.000039,0,250
1013,11.4000,11.8133,0.0500,0.000062,0,250
1014,11.8400,11.8187,0.0500,0.000031,0,250
1015,11.8400,11.8231,0.0500,0.000037,0,250
1016,11.7200,11.8248,0.0500,0.000038,0,250
1017,11.6200,11.8212,0.0500,0.000046,0,250
1018,12.0000,11.8049,0.0500,0.000047,0,250
1019,11.9400,11.7916,0.0500,0.000031,0,250
1020,12.0700,11.7827,0.0500,0.000041,0,250
1021,11.8200,11.7717,0.0500,0.000031,0,250
1022,11.6300,11.7673,0.0500,0.000030,0,250
1023,11.8700,11.7643,0.0500,0.000032,0,250
1024,11.7300,11.7685,0.0500,0.000040,1,250
1025,12.0200,11.7722,0.0500,0.000047,0,250
1026,11.4400,11.7791,0.0500,0.000042,0,250
1027,11.7200,11.7852,0.0500,0.000040,0,250
1028,11.9300,11.7971,0.0500,0.000042,0,250
1029,11.9600,11.8059,0.0500,0.000041,0,250
1030,11.5600,11.8125,0.0500,0.000068,0,250
1031,11.5200,11.8129,0.0500,0.000047,0,250
1032,11.7800,11.8069,0.0500,0.000033,0,250
1033,11.6500,11.8034,0.0500,0.000040,0,250
1034,11.9900,11.7930,0.0500,0.000035,0,250
1035,12.0700,11.7863,0.0500,0.000032,0,250
1036,11.9700,11.7783,0.0500,0.000039,0,250
1037,11.7400,11.7784,0.0500,0.000023,0,250
1038,11.9100,11.7777,0.0500,0.000037,0,250
1039,12.0700,11.7775,0.0500,0.000028,0,250
1040,12.0100,11.7782,0.0500,0.000048,0,250
1041,12.0600,11.7885,0.0500,0.000037,0,250
1042,11.7800,11.8072,0.0500,0.000038,0,250
1043,11.7800,11.8244,0.0500,0.000058,0,250
1044,11.8200,11.8451,0.0500,0.000034,0,250
1045,11.8500,11.8615,0.0500,0.000029,0,250
1046,12.0000,11.8752,0.0500,0.000052,0,250
1047,11.8100,11.8839,0.0500,0.000045,0,250
1048,11.7200,11.8931,0.0500,0.000050,0,250
1049,12.0200,11.9006,0.0500,0.000058,0,250
1050,11.7000,11.9065,0.0500,0.000044,0,250
1051,11.9500,11.9048,0.0500,0.000038,0,250
1052,11.9500,11.8966,0.0500,0.000043,0,250
1053,11.9400,11.8901,0.0500,0.000046,0,250
1054,11.5200,11.8839,0.0500,0.000038,0,250
1055,11.7900,11.8764,0.0500,0.000036,0,250
1056,11.9600,11.8705,0.0500,0.000027,0,250
1057,11.9500,11.8639,0.0500,0.000053,0,250
1058,12.0300,11.8580,0.0500,0.000033,0,250
1059,11.6700,11.8571,0.0500,0.000035,0,250
1060,12.0100,11.8532,0.0500,0.000029,0,250
1061,11.9800,11.8555,0.0500,0.000030,0,250
1062,11.8300,11.8592,0.0500,0.000026,0,250
1063,11.9300,11.8600,0.0500,0.000029,0,250
1064,11.2200,11.8591,0.0500,0.000032,0,250
1065,11.8400,11.8582,0.0500,0.000037,0,250
